date,time,latitude,longitude,magnitude,remarks,epicenter
2015-07-06,21:14,27.96,85.75,4.4,NSC,sindhupalchok
2015-07-06,10:48,27.69,86.2,4.3,NSC,dolakha
2015-07-05,01:27,27.86,85.87,4.4,NSC,sindupalchok
2015-07-05,10:07,27.67,86.2,4.2,NSC,dolakha
2015-07-04,01:49,27.73,85.0,4.6,NSC,dhading
2015-07-02,05:26,27.67,85.54,4.1,NSC,kavre
2015-07-02,07:41,27.97,85.62,5.0,NSC,sindhupalchowk
2015-07-01,03:33,27.8,85.74,4.0,NSC,sindhupalchowk
2015-07-01,15:24,28.06,85.14,4.0,NSC,nuwakot
2015-07-01,09:12,27.71,86.12,4.0,NSC,dolakha
2015-06-30,03:31,27.55,85.79,4.4,NSC,kavre
2015-06-29,05:42,27.35,86.2,5.0,NSC,ramechhap
2015-06-29,23:34,27.93,85.64,4.0,NSC,sindhupalchowk
2015-06-29,23:27,27.92,85.68,4.1,NSC,sindhupalchowk
2015-06-28,22:01,27.92,85.66,4.3,NSC,sindhupalchok
2015-06-26,18:02,27.74,86.28,4.2,NSC,dolakha
2015-06-26,14:45,27.58,85.39,4.1,NSC,lalitpur
2015-06-25,23:51,27.94,85.49,4.2,NSC,sindhupalchok
2015-06-25,23:49,27.66,86.21,4.1,NSC,dolakha
2015-06-25,21:07,27.78,85.17,4.3,NSC,nuwakot
2015-06-24,14:59,27.85,85.75,4.0,NSC,sindhupalchowk
2015-06-22,13:19,27.67,86.17,4.0,NSC,dolakha
2015-06-21,19:26,27.8,86.0,4.3,NSC,sindupalchok
2015-06-20,02:40,28.17,84.94,4.2,NSC,gorkha
2015-06-20,18:08,28.65,82.76,5.4,NSC,rukum
2015-06-19,01:50,28.26,84.92,4.0,NSC,gorkha
2015-06-18,08:24,28.14,85.11,4.1,NSC,dhading
2015-06-17,08:00,28.27,85.94,5.1,NSC,tibet
2015-06-17,06:26,27.9,85.58,4.0,NSC,sindhupalchok
2015-06-17,06:14,27.91,85.59,5.2,NSC,sindhupalchok
2015-06-17,05:58,27.68,85.28,4.4,NSC,kathmandu
2015-06-16,21:56,27.7,86.16,4.1,NSC,dolakha
2015-06-15,15:52,27.87,85.72,4.1,NSC,sindhupalchowk
2015-06-14,15:01,27.74,86.26,4.1,NSC,dolakha
2015-06-14,05:59,27.8,85.15,4.2,NSC,nuwakot
2015-06-13,07:03,27.73,86.16,5.2,NSC,dolakha
2015-06-12,01:22,28.21,84.81,4.6,NSC,gorkha
2015-06-12,10:19,27.67,86.09,4.4,NSC,dolakha
2015-06-11,00:26,27.67,86.07,4.0,NSC,dolakha
2015-06-11,21:57,27.96,85.73,5.3,NSC,sindhupalchowk
2015-06-11,10:02,27.8,85.78,4.6,NSC,sindhupalchowk
2015-06-10,02:50,27.87,85.81,4.1,NSC,sindhupalchowk
2015-06-10,14:51,27.62,86.1,4.2,NSC,dolakha
2015-06-10,13:36,27.8,85.61,4.3,NSC,sindhupalchowk
2015-06-07,22:35,27.87,86.13,4.1,NSC,dolakha
2015-06-07,11:02,27.9,85.64,4.6,NSC,sindhupalchowk
2015-06-06,02:33,28.26,85.86,4.2,NSC,tibet
2015-06-06,22:45,27.58,86.18,4.0,NSC,dolakha
2015-06-05,14:16,27.7,85.22,4.0,NSC,kathmandu
2015-06-05,10:02,27.79,85.78,4.1,NSC,sindhupalchowk
2015-06-04,16:15,27.76,86.2,4.0,NSC,dolakha
2015-06-03,02:45,27.84,85.78,4.1,NSC,sindhupalchowk
2015-06-03,17:38,27.7,86.26,4.5,NSC,dolakha
2015-06-03,14:39,27.76,86.07,4.2,NSC,dolakha
2015-06-03,13:37,27.79,85.87,4.5,NSC,sindhupalchowk
2015-06-02,14:18,30.0,81.75,4.7,NSC/RSC,humla
2015-06-02,10:48,27.78,86.2,4.0,NSC,dolakha
2015-06-01,04:35,27.98,85.51,4.0,NSC,sindhupalchowk
2015-05-31,07:39,28.29,84.46,4.2,NSC,lamjung
2015-05-30,15:58,27.79,85.17,4.5,NSC,nuwakot
2015-05-30,14:20,28.01,85.19,4.0,NSC,rasuwa
2015-05-30,07:37,27.75,85.21,4.0,NSC,dhading
2015-05-29,18:22,27.82,86.34,4.2,NSC,dolakha
2015-05-29,18:15,28.01,84.84,4.8,NSC,dhading
2015-05-29,14:15,28.17,84.72,4.0,NSC,gorkha
2015-05-29,11:05,28.07,84.94,4.2,NSC,dhading
2015-05-29,09:29,28.0,84.98,5.2,NSC,dhading
2015-05-28,17:59,27.59,86.16,4.1,NSC,dolakha
2015-05-28,17:21,27.59,86.19,4.2,NSC,dolakha
2015-05-28,16:01,27.94,85.54,4.0,NSC,sindhupalchowk
2015-05-28,11:14,27.77,86.25,4.2,NSC,dolakha
2015-05-28,10:57,27.64,85.31,4.0,NSC,kathmandu
2015-05-28,09:25,27.95,84.8,4.0,NSC,dhading
2015-05-28,08:52,27.99,84.79,4.0,NSC,dhading
2015-05-27,17:48,27.59,86.2,4.2,NSC,dolakha
2015-05-27,16:14,28.04,85.13,4.2,NSC,nuwakot
2015-05-27,07:01,27.89,85.53,4.6,NSC,sindhupalchowk
2015-05-27,07:00,27.91,85.53,4.5,NSC,sindhupalchowk
2015-05-26,16:37,28.02,85.26,5.0,NSC,rasuwa
2015-05-26,13:45,27.54,85.43,4.3,NSC,lalitpur
2015-05-26,12:24,27.71,86.05,4.1,NSC,dolakha
2015-05-26,11:33,27.63,86.3,4.1,NSC,dolakha
2015-05-26,07:56,27.84,86.24,4.3,NSC,dolakha
2015-05-25,16:45,27.71,86.07,4.1,NSC,dolakha
2015-05-25,16:01,27.74,86.19,4.4,NSC,dolakha
2015-05-25,09:08,28.01,84.68,5.0,NSC,gorkha
2015-05-24,18:40,27.8,86.29,4.4,NSC,dolakha
2015-05-24,17:31,27.84,86.0,4.2,NSC,sindhupalchowk
2015-05-24,17:00,27.76,86.26,4.3,NSC,dolakha
2015-05-24,16:23,27.76,86.28,4.4,NSC,dolakha
2015-05-24,12:51,27.67,86.18,4.2,NSC,dolakha
2015-05-23,16:11,27.9,85.51,4.4,NSC,sindhupalchok
2015-05-23,06:59,27.74,86.2,4.2,NSC,dolakha
2015-05-22,14:29,27.69,86.16,4.1,NSC,dolakha
2015-05-22,12:52,30.31,81.47,4.8,NSC,humla
2015-05-22,12:34,27.78,85.93,4.0,NSC,sindhupalchowk
2015-05-22,11:15,27.63,86.25,4.1,NSC,dolakha
2015-05-22,10:29,28.05,85.08,4.8,NSC,nuwakot
2015-05-22,08:30,27.79,85.14,4.2,NSC,nuwakot
2015-05-21,13:15,28.02,84.98,4.0,NSC,dhading
2015-05-21,08:41,27.93,85.46,4.0,NSC,nuwakot
2015-05-21,07:56,27.85,86.32,4.2,NSC,dolakha
2015-05-20,16:55,27.84,86.33,4.2,NSC,dolakha
2015-05-20,08:32,27.52,85.26,4.4,NSC,lalitput
2015-05-19,17:14,27.9,85.99,4.0,NSC,sindhupalchowk
2015-05-19,10:29,27.92,86.04,4.2,NSC,sindhupalchowk
2015-05-19,10:19,27.66,86.03,4.3,NSC,dolakha
2015-05-18,17:09,27.69,86.26,4.0,NSC,dolakha
2015-05-18,14:56,27.71,86.07,4.2,NSC,dolakha
2015-05-18,12:12,28.11,84.88,4.1,NSC,dhading
2015-05-17,17:15,27.48,85.87,4.6,NSC,ramechhap
2015-05-17,14:25,27.84,86.24,4.4,NSC,dolakha
2015-05-17,10:45,27.73,86.06,4.4,NSC,dolakha
2015-05-16,15:20,27.45,85.31,4.2,NSC,lalitpur
2015-05-16,15:09,27.7,85.85,4.2,NSC,sindhupalchowk
2015-05-16,14:29,27.64,86.14,4.3,NSC,dolakha
2015-05-16,12:16,28.13,84.89,4.0,NSC,gorkha
2015-05-16,11:56,27.97,85.48,4.0,NSC,nuwakot
2015-05-16,11:04,27.6,86.26,5.5,NSC,dolakha
2015-05-16,10:23,27.66,86.09,4.1,NSC,dolakha
2015-05-16,10:13,27.65,86.12,4.1,NSC,dolakha
2015-05-16,08:00,28.07,84.7,4.0,NSC,gorkha
2015-05-15,16:43,27.74,86.17,4.0,NSC,dolakha
2015-05-15,16:36,27.92,84.84,4.0,NSC,dhading
2015-05-15,13:12,27.93,84.84,5.5,NSC,dhading
2015-05-15,09:51,27.69,86.08,4.3,NSC,dolakha
2015-05-15,09:23,27.63,86.25,4.1,NSC,dolakha
2015-05-15,08:54,27.61,86.2,4.5,NSC,dolakha
2015-05-14,18:01,27.92,86.31,4.3,NSC,dolakha
2015-05-14,15:25,27.84,85.84,4.0,NSC,sindhupalchowk
2015-05-14,14:51,27.83,86.15,4.5,NSC,dolakha
2015-05-14,14:37,27.8,85.82,4.0,NSC,sindupalchok
2015-05-14,14:35,27.71,86.04,4.0,NSC,dolakha
2015-05-14,14:06,28.06,85.35,4.5,NSC,rasuwa
2015-05-14,13:28,27.75,86.14,4.0,NSC,dolakha
2015-05-14,09:08,27.67,86.08,5.0,NSC,dolakha
2015-05-14,09:05,27.62,86.09,4.2,NSC,dolakha
2015-05-14,08:58,27.66,86.07,4.1,NSC,dolakha
2015-05-13,18:23,27.68,86.17,5.1,NSC,dolakha
2015-05-13,18:19,27.84,86.25,4.6,NSC,dolakha
2015-05-13,18:07,27.79,86.07,4.8,NSC,dolakha
2015-05-13,17:56,27.69,86.11,4.7,NSC,sindhupalchok
2015-05-13,16:18,27.79,86.19,4.6,NSC,dolakha
2015-05-13,15:21,27.7,86.15,4.1,NSC,dolakha
2015-05-13,15:06,27.64,85.7,4.0,NSC,kavrepalanchok
2015-05-13,14:13,27.75,86.25,4.4,NSC,dolakha
2015-05-13,13:53,27.65,86.18,4.4,NSC,dolakha
2015-05-13,10:29,27.63,86.17,4.5,NSC,dolakha
2015-05-13,10:23,27.82,86.47,4.3,NSC,dolakha
2015-05-13,09:27,27.85,85.92,4.2,NSC,sindhupalchok
2015-05-13,09:22,27.85,86.29,4.0,NSC,dolakha
2015-05-13,08:55,27.91,84.82,5.9,NSC,dhading
2015-05-13,08:15,27.6,86.16,4.3,NSC,dolakha
2015-05-13,07:52,27.68,85.3,4.2,NSC,kathmandu
2015-05-12,Local:20:59 UTC:3:14 PM,27.7,86.01,4.2,NSC,dolakha
2015-05-12,Local:20:32 UTC:2:47 PM,27.8,86.12,4.7,NSC,dolakha
2015-05-12,Local:20:09 UTC:2:24 PM,27.69,86.21,4.7,NSC,dolakha
2015-05-12,Local:20:05 UTC:2:20 PM,27.68,86.23,4.7,NSC,dolakha
2015-05-12,Local:20:04 UTC:2:19 PM,27.88,85.94,4.8,NSC,sindhupalchok
2015-05-12,Local:19:54 UTC:2:09 PM,27.79,86.11,5.0,NSC,dolakha
2015-05-12,Local:19:51 UTC:2:06 PM,27.66,86.17,5.2,NSC,dolakha
2015-05-12,17:52,28.1,84.91,4.0,NSC,dhading
2015-05-12,16:58,27.58,86.41,4.3,NSC,ramechhap
2015-05-12,16:02,27.68,86.04,4.2,NSC,dolakha
2015-05-12,14:58,27.97,86.45,4.8,NSC,tibet
2015-05-12,14:29,28.03,86.36,4.1,NSC,tibet
2015-05-12,13:27,27.84,86.23,4.4,NSC,dolakha
2015-05-12,13:21,27.73,86.21,6.2,NSC/RSC,dolakha
2015-05-12,13:13,27.78,85.85,4.3,NSC,sindhupalchok
2015-05-12,12:50,27.82,86.12,6.8,NSC/RSC,dolakha
2015-05-12,12:38,27.72,85.97,4.0,NSC,dolakha
2015-05-12,12:32,27.89,85.88,4.4,NSC,sindhupalchok
2015-05-12,11:58,27.7,86.04,4.7,NSC,dolakha
2015-05-12,11:28,27.71,86.0,4.3,NSC,dolakha
2015-05-12,10:51,27.72,86.2,4.6,NSC,dolakha
2015-05-12,10:36,27.62,86.16,4.7,NSC,dolakha
2015-05-12,10:11,27.76,86.24,4.4,NSC,dolakha
2015-05-12,10:05,27.73,86.11,5.0,NSC,dolakha
2015-05-12,10:01,27.69,86.05,4.2,NSC,dolakha
2015-05-12,09:45,27.57,86.29,4.8,NSC,ramechhap
2015-05-12,09:34,27.68,86.03,4.4,NSC,dolakha
2015-05-12,09:14,27.8,85.95,4.2,NSC,sindhupalchok
2015-05-12,08:29,27.76,86.31,5.3,NSC,dolakha
2015-05-12,07:53,28.16,84.9,4.1,NSC,gorkha
2015-05-12,07:43,27.8,85.83,5.3,NSC,sindhupalchok
2015-05-12,07:36,27.8,85.94,5.1,NSC,sindhupalchok
2015-05-12,07:31,27.68,86.04,4.3,NSC,dolakha
2015-05-12,07:18,27.63,86.17,4.8,NSC,dolakha
2015-05-12,07:13,27.69,86.24,5.0,NSC,dolakha
2015-05-12,06:47,27.84,86.17,5.8,NSC,dolakha
2015-05-11,17:39,27.91,85.75,4.0,NSC,sindhupalchowk
2015-05-11,14:20,27.99,85.86,4.2,NSC,sindhupalchowk
2015-05-10,16:53,28.02,85.25,4.0,NSC,rasuwa
2015-05-10,12:19,27.88,86.0,4.4,NSC,sindhupalchowk
2015-05-10,09:08,27.65,85.56,4.2,NSC,kavre
2015-05-10,08:29,26.94,86.67,4.0,NSC,udayapur
2015-05-10,07:35,28.04,85.96,4.2,NSC,tibet
2015-05-09,08:53,28.04,85.2,4.1,NSC,rasuwa
2015-05-08,14:04,27.75,85.91,4.2,NSC,sindhupalchowk
2015-05-08,12:02,27.69,86.04,5.0,NSC,dolakha
2015-05-08,08:50,28.01,85.41,4.2,NSC,nuwakot
2015-05-08,08:04,27.94,85.58,4.0,NSC,sindhupalchowk
2015-05-08,07:17,27.77,85.88,4.8,NSC,sindhupalchowk
2015-05-07,16:00,27.92,85.46,4.0,NSC,nuwakot
2015-05-07,13:41,27.79,85.16,4.0,NSC,nuwakot
2015-05-07,09:26,27.75,85.19,4.2,NSC,nuwakot
2015-05-06,16:04,28.04,85.26,4.0,NSC,rasuwa
2015-05-06,11:47,28.01,84.68,4.2,NSC,gorkha
2015-05-05,12:24,28.06,85.05,4.0,NSC,dhading
2015-05-05,10:45,27.96,86.0,4.2,NSC,sindhupalchowk
2015-05-05,10:08,27.74,86.03,4.3,NSC,dolakha
2015-05-04,16:21,27.8,85.16,4.1,NSC,nuwakot
2015-05-04,16:18,27.79,85.16,4.0,NSC,nuwakot
2015-05-04,15:39,27.97,85.21,4.2,NSC,nuwakot
2015-05-04,12:45,27.69,85.99,4.3,NSC,dolakha
2015-05-04,11:47,27.74,86.0,4.2,NSC,dolakha
2015-05-04,10:44,27.75,85.87,4.2,NSC,sindhupalchowk
2015-05-04,09:25,27.95,85.86,4.4,NSC,sindhupalchowk
2015-05-04,08:19,27.79,86.23,4.7,NSC,dolakha
2015-05-04,07:02,28.12,84.8,4.0,NSC,gorkha
2015-05-03,Local:09:14 UTC:3:29 AM,27.69,85.93,4.5,NSC,sindhupalchowk
2015-05-03,16:31,27.94,84.83,4.5,NSC,dhading
2015-05-03,04:24,28.05,84.94,4.0,NSC,dhading
2015-05-03,14:12,28.09,85.72,4.2,NSC,sindhupalchowk
2015-05-03,13:45,27.98,84.87,4.1,NSC,dhading
2015-05-03,12:43,27.89,85.73,4.0,NSC,sindhupalchowk
2015-05-03,11:32,28.08,85.04,4.0,NSC,gorkha
2015-05-03,11:05,27.8,85.11,4.9,NSC,nuwakot
2015-05-02,17:05,28.24,84.76,5.1,NSC,gorkha
2015-05-02,16:58,27.72,85.74,4.0,NSC,sindhupalchowk
2015-05-02,15:17,27.93,85.5,4.2,NSC,sindhupalchowk
2015-05-02,14:46,27.66,86.01,4.1,NSC,dolakha
2015-05-02,11:40,27.74,86.28,4.3,NSC,dolakha
2015-05-02,09:40,27.95,85.73,4.2,NSC,sindhupalchowk
2015-05-01,18:43,27.7,85.98,4.2,NSC,dolakha
2015-05-01,17:44,28.04,85.32,4.0,NSC,rasuwa
2015-05-01,17:13,28.04,85.33,4.5,NSC,rasuwa
2015-05-01,16:20,27.75,85.95,4.0,NSC,sindhupalchowk
2015-05-01,14:12,27.88,85.87,4.2,NSC,sindhupalchowk
2015-05-01,11:22,27.74,85.99,4.0,NSC,dolakha
2015-05-01,08:41,27.68,85.3,4.0,NSC,kathmandu
2015-04-30,17:04,27.92,85.87,4.3,NSC,sindhupalchowk
2015-04-30,14:16,28.05,85.34,4.7,NSC,rasuwa
2015-04-30,12:07,27.93,84.83,4.7,NSC,dhading
2015-04-30,07:14,27.65,86.09,4.1,NSC,dolakha
2015-04-29,16:46,28.19,84.8,4.4,NSC,gorkha
2015-04-29,11:39,27.79,85.14,4.2,NSC,nuwakot
2015-04-29,10:57,27.95,85.52,4.5,NSC,sindhupalchowk
2015-04-29,10:34,27.93,85.63,4.0,NSC,sindhupalchowk
2015-04-29,09:09,27.86,84.89,4.5,NSC,dhading
2015-04-29,07:02,28.04,85.37,4.0,NSC,nuwakot
2015-04-28,18:29,28.29,84.93,4.8,NSC,gorkha
2015-04-28,17:53,27.96,85.55,4.0,NSC,sindhupalchowk
2015-04-28,15:52,28.2,84.78,4.0,NSC,gorkha
2015-04-28,14:25,27.76,85.8,4.0,NSC,sindhupalchowk
2015-04-28,13:30,27.81,86.09,4.2,NSC,dolakha
2015-04-28,10:50,28.1,85.49,4.9,NSC,sindhupalchok
2015-04-28,10:48,27.88,85.88,4.2,NSC,sindhupalchowk
2015-04-28,10:29,27.78,85.17,4.0,NSC,nuwakot
2015-04-28,09:56,28.1,84.65,4.2,NSC,gorkha
2015-04-28,08:57,27.89,85.76,4.2,NSC,sindhupalchowk
2015-04-28,08:55,27.83,85.83,4.0,NSC,sindhupalchowk
2015-04-28,08:44,27.92,85.51,4.2,NSC,sindhupalchowk
2015-04-27,Local:09:22 UTC:3:37 AM,27.75,85.2,4.1,NSC,kathmandu
2015-04-27,06:24,28.26,85.1,4.5,NSC,rasuwa
2015-04-27,17:15,28.19,85.03,4.0,NSC,dhading
2015-04-27,16:24,27.82,85.89,4.2,NSC,sindhupalchowk
2015-04-27,15:50,27.93,85.86,4.0,NSC,sindhupalchowk
2015-04-27,15:44,28.24,85.23,4.3,NSC,rasuwa
2015-04-27,15:21,27.67,85.29,4.5,NSC,kathmandu
2015-04-27,14:03,27.67,85.55,4.2,NSC,kavrepalanchowk
2015-04-27,12:09,27.77,85.12,4.7,NSC,nuwakot
2015-04-27,10:12,27.82,85.76,4.4,NSC,sindhupalchowk
2015-04-27,10:02,27.57,85.74,4.5,NSC,kavrepalanchowk
2015-04-27,10:00,27.56,85.73,4.2,NSC,kavrepalanchowk
2015-04-27,09:02,27.8,85.12,4.0,NSC,nuwakot
2015-04-26,21:12,27.77,85.91,4.5,NSC,sindhupalchowk
2015-04-26,20:16,27.97,85.81,4.5,NSC,sindhupalchowk
2015-04-26,18:28,27.71,85.43,4.6,NSC,kathmandu
2015-04-26,17:59,27.94,85.55,4.1,NSC,sindhupalchowk
2015-04-26,17:36,27.91,85.55,4.2,NSC,sindhupalchowk
2015-04-26,16:28,28.26,85.02,4.8,NSC,gorkha
2015-04-26,16:27,27.83,86.06,4.0,NSC,dolakha
2015-04-26,16:20,28.04,85.5,4.5,NSC,sindhupalchowk
2015-04-26,15:55,27.95,85.87,5.3,NSC,sindhupalchowk
2015-04-26,15:53,27.67,85.3,4.0,NSC,kathmandu
2015-04-26,15:32,27.65,85.97,4.0,NSC,dolakha
2015-04-26,14:51,27.64,85.63,5.0,NSC,kavre
2015-04-26,14:40,27.8,85.16,5.1,NSC,nuwakot
2015-04-26,14:28,28.32,84.73,4.5,NSC,gorkha
2015-04-26,14:27,28.31,84.97,4.5,NSC,gorkha
2015-04-26,14:14,27.72,85.97,4.5,NSC,sindhupalchowk
2015-04-26,14:02,27.79,85.15,4.0,NSC,nuwakot
2015-04-26,12:54,27.84,86.05,6.9,NSC,dolakha
2015-04-26,12:53,27.68,85.95,4.0,NSC,dolakha
2015-04-26,12:41,27.89,85.6,5.0,NSC,sindhupalchowk
2015-04-26,12:01,27.84,85.12,4.0,NSC,nuwakot
2015-04-26,11:45,27.67,85.28,4.0,NSC,kathmandu
2015-04-26,11:17,28.05,85.34,4.0,NSC,rasuwa
2015-04-26,11:11,27.67,86.07,4.5,NSC,dolakha
2015-04-26,11:10,27.69,85.25,4.0,NSC,kathmandu
2015-04-26,10:46,27.99,85.02,5.5,NSC,nuwakot
2015-04-26,08:37,27.82,85.8,4.8,NSC,sindhupalchowk
2015-04-26,08:34,27.98,84.99,4.0,NSC,gorkha
2015-04-26,08:10,27.79,86.0,4.8,NSC,sindhupalchowk
2015-04-26,08:02,27.6,85.96,4.8,NSC,sindhupalchowk
2015-04-26,07:59,28.24,84.82,4.3,NSC,gorkha
2015-04-26,07:53,28.25,85.83,4.0,NSC,rasuwa
2015-04-26,07:41,27.93,85.56,4.4,NSC,sindhupalchowk
2015-04-26,07:37,28.14,84.71,4.2,NSC,gorkha
2015-04-26,07:34,28.05,85.35,4.0,NSC,rasuwa
2015-04-26,07:14,27.93,85.56,4.1,NSC,sindhupalchowk
2015-04-26,07:07,27.94,86.05,5.0,NSC,tibet
2015-04-26,06:57,27.75,85.94,5.3,NSC,sindhupalchowk
2015-04-25,Local:21:53 UTC:4:08 PM,27.87,85.8,4.1,NSC/RSC,sindhupalchowk
2015-04-25,Local:21:13 UTC:3:28 PM,28.29,85.16,4.6,NSC/RSC,rasuwa
2015-04-25,05:31,27.78,85.98,4.1,NSC,sindhupalchowk
2015-04-25,05:25,28.1,85.27,4.0,NSC,rasuwa
2015-04-25,05:12,28.34,85.91,5.6,NSC,tibet
2015-04-25,05:10,27.78,85.17,4.0,NSC,nuwakot
2015-04-25,05:09,27.9,85.53,4.0,NSC,sindhupalchowk
2015-04-25,05:04,27.77,85.83,4.1,NSC,sindhupalchowk
2015-04-25,04:16,27.8,85.29,4.0,NSC,nuwakot
2015-04-25,03:57,27.92,85.64,5.3,NSC,sindhupalchowk
2015-04-25,02:47,27.95,85.56,4.2,NSC,sindhupalchowk
2015-04-25,02:21,28.14,85.16,4.4,NSC,rasuwa
2015-04-25,02:10,27.73,85.9,5.0,NSC,sindhupalchowk
2015-04-25,01:53,28.05,85.25,4.1,NSC,rasuwa
2015-04-25,01:40,27.73,85.9,4.7,NSC,sindhupalchowk
2015-04-25,01:32,27.68,85.32,4.1,NSC,kathmandu
2015-04-25,19:38,27.79,85.16,4.1,NSC/RSC,nuwakot
2015-04-25,19:15,28.1,85.2,4.7,NSC/RSC,rasuwa
2015-04-25,18:29,28.16,84.71,5.5,NSC/RSC,gorkha
2015-04-25,18:24,27.82,86.05,4.5,NSC,dolakha
2015-04-25,18:02,28.0,85.4,4.9,NSC/RSC,nuwakot
2015-04-25,17:26,28.14,85.28,4.1,NSC/RSC,rasuwa
2015-04-25,16:50,27.91,85.5,4.6,NSC/RSC,sindhupalchowk
2015-04-25,16:25,27.86,85.85,4.0,NSC/RSC,sindhupalchowk
2015-04-25,16:08,27.87,85.8,4.1,NSC,sindhupalchowk
2015-04-25,15:28,28.29,85.16,4.6,NSC,rasuwa
2015-04-25,15:15,28.0,85.6,5.5,NSC/RSC,sindhupalchowk
2015-04-25,14:48,27.91,85.33,5.3,NSC/RSC,nuwakot
2015-04-25,14:40,27.65,85.63,5.7,NSC/RSC,kabre
2015-04-25,14:14,28.18,84.95,5.2,NSC/RSC,gorkha
2015-04-25,14:06,27.6,86.09,4.5,NSC,dolakha
2015-04-25,14:05,27.9,84.86,5.1,NSC/RSC,dhading
2015-04-25,14:02,27.78,85.84,5.2,NSC/RSC,sindhupalchowk
2015-04-25,13:32,27.99,85.71,5.1,NSC,tibet
2015-04-25,13:06,27.69,86.02,4.9,NSC,dolakha
2015-04-25,12:53,28.2,85.75,5.3,NSC/RSC,rasuwa
2015-04-25,12:41,28.13,85.65,5.7,NSC/RSC,rasuwa
2015-04-25,12:30,28.28,84.72,6.6,NSC/RSC,gorkha
2015-04-25,12:23,28.41,85.8,5.5,NSC,tibet
2015-04-25,11:56,28.24,84.75,7.6,NSC/RSC,gorkha
2015-04-23,07:42,28.4,83.99,4.1,NSC,kaski
2015-04-22,12:59,28.8,81.92,4.5,NSC,jajarkot
2015-04-21,01:37,28.85,82.18,5.1,NSC,jajarkot
